,ID,Predicted_values
13926,0xb938,1
13927,0xb939,1
13928,0xb942,1
13929,0xb943,1
13930,0xb944,1
13931,0xb945,1
13932,0xb94e,2
13933,0xb94f,2
13934,0xb950,2
13935,0xb951,2
13936,0xb95a,0
13937,0xb95b,0
13938,0xb95c,0
13939,0xb95d,0
13940,0xb966,0
13941,0xb967,0
13942,0xb968,0
13943,0xb969,0
13944,0xb972,0
13945,0xb973,0
13946,0xb974,0
13947,0xb975,0
13948,0xb97e,0
13949,0xb97f,0
13950,0xb980,0
13951,0xb981,0
13952,0xb98a,1
13953,0xb98b,1
13954,0xb98c,1
13955,0xb98d,1
13956,0xb996,1
13957,0xb997,1
13958,0xb998,1
13959,0xb999,1
13960,0xb9a2,2
13961,0xb9a3,2
13962,0xb9a4,2
13963,0xb9a5,2
13964,0xb9ae,0
13965,0xb9af,0
13966,0xb9b0,0
13967,0xb9b1,0
13968,0xb9ba,0
13969,0xb9bb,0
13970,0xb9bc,0
13971,0xb9bd,0
13972,0xb9c6,0
13973,0xb9c7,0
13974,0xb9c8,1
13975,0xb9c9,1
13976,0xb9d2,0
13977,0xb9d3,0
13978,0xb9d4,0
13979,0xb9d5,0
13980,0xb9de,1
13981,0xb9df,1
13982,0xb9e0,1
13983,0xb9e1,1
13984,0xb9ea,1
13985,0xb9eb,1
13986,0xb9ec,1
13987,0xb9ed,1
13988,0xb9f6,0
13989,0xb9f7,0
13990,0xb9f8,0
13991,0xb9f9,0
13992,0xba02,1
13993,0xba03,1
13994,0xba04,1
13995,0xba05,1
13996,0xba0e,2
13997,0xba0f,2
13998,0xba10,2
13999,0xba11,2
14000,0xba1a,1
14001,0xba1b,1
14002,0xba1c,1
14003,0xba1d,1
14004,0xba26,0
14005,0xba27,0
14006,0xba28,0
14007,0xba29,0
14008,0xba32,0
14009,0xba33,0
14010,0xba34,0
14011,0xba35,0
14012,0xba3e,1
14013,0xba3f,1
14014,0xba40,1
14015,0xba41,1
14016,0xba4a,0
14017,0xba4b,0
14018,0xba4c,0
14019,0xba4d,0
14020,0xba56,1
14021,0xba57,1
14022,0xba58,1
14023,0xba59,1
14024,0xba62,0
14025,0xba63,1
14026,0xba64,1
14027,0xba65,1
14028,0xba6e,1
14029,0xba6f,1
14030,0xba70,1
14031,0xba71,1
14032,0xba7a,1
14033,0xba7b,1
14034,0xba7c,1
14035,0xba7d,1
14036,0xba86,1
14037,0xba87,1
14038,0xba88,1
14039,0xba89,1
14040,0xba92,0
14041,0xba93,0
14042,0xba94,1
14043,0xba95,1
14044,0xba9e,2
14045,0xba9f,1
14046,0xbaa0,2
14047,0xbaa1,2
14048,0xbaaa,1
14049,0xbaab,1
14050,0xbaac,1
14051,0xbaad,1
14052,0xbab6,2
14053,0xbab7,0
14054,0xbab8,1
14055,0xbab9,1
14056,0xbac2,1
14057,0xbac3,1
14058,0xbac4,1
14059,0xbac5,1
14060,0xbace,1
14061,0xbacf,1
14062,0xbad0,1
14063,0xbad1,1
14064,0xbada,1
14065,0xbadb,1
14066,0xbadc,1
14067,0xbadd,1
14068,0xbae6,1
14069,0xbae7,1
14070,0xbae8,1
14071,0xbae9,1
14072,0xbaf2,2
14073,0xbaf3,2
14074,0xbaf4,2
14075,0xbaf5,2
14076,0xbafe,1
14077,0xbaff,1
14078,0xbb00,1
14079,0xbb01,1
14080,0xbb0a,1
14081,0xbb0b,1
14082,0xbb0c,1
14083,0xbb0d,1
14084,0xbb16,0
14085,0xbb17,0
14086,0xbb18,0
14087,0xbb19,0
14088,0xbb22,2
14089,0xbb23,2
14090,0xbb24,2
14091,0xbb25,2
14092,0xbb2e,1
14093,0xbb2f,1
14094,0xbb30,1
14095,0xbb31,1
14096,0xbb3a,0
14097,0xbb3b,0
14098,0xbb3c,0
14099,0xbb3d,1
14100,0xbb46,0
14101,0xbb47,0
14102,0xbb48,0
14103,0xbb49,0
14104,0xbb52,0
14105,0xbb53,0
14106,0xbb54,0
14107,0xbb55,0
14108,0xbb5e,0
14109,0xbb5f,0
14110,0xbb60,0
14111,0xbb61,0
14112,0xbb6a,1
14113,0xbb6b,1
14114,0xbb6c,1
14115,0xbb6d,1
14116,0xbb76,0
14117,0xbb77,0
14118,0xbb78,0
14119,0xbb79,0
14120,0xbb82,0
14121,0xbb83,0
14122,0xbb84,0
14123,0xbb85,0
14124,0xbb8e,0
14125,0xbb8f,0
14126,0xbb90,0
14127,0xbb91,0
14128,0xbb9a,1
14129,0xbb9b,1
14130,0xbb9c,1
14131,0xbb9d,1
14132,0xbba6,0
14133,0xbba7,0
14134,0xbba8,1
14135,0xbba9,1
14136,0xbbb2,1
14137,0xbbb3,1
14138,0xbbb4,1
14139,0xbbb5,1
14140,0xbbbe,1
14141,0xbbbf,1
14142,0xbbc0,1
14143,0xbbc1,1
14144,0xbbca,0
14145,0xbbcb,0
14146,0xbbcc,0
14147,0xbbcd,0
14148,0xbbd6,2
14149,0xbbd7,1
14150,0xbbd8,1
14151,0xbbd9,1
14152,0xbbe2,2
14153,0xbbe3,2
14154,0xbbe4,2
14155,0xbbe5,2
14156,0xbbee,0
14157,0xbbef,0
14158,0xbbf0,0
14159,0xbbf1,0
14160,0xbbfa,2
14161,0xbbfb,2
14162,0xbbfc,2
14163,0xbbfd,2
14164,0xbc06,0
14165,0xbc07,2
14166,0xbc08,2
14167,0xbc09,2
14168,0xbc12,0
14169,0xbc13,0
14170,0xbc14,0
14171,0xbc15,0
14172,0xbc1e,1
14173,0xbc1f,1
14174,0xbc20,1
14175,0xbc21,2
14176,0xbc2a,1
14177,0xbc2b,1
14178,0xbc2c,1
14179,0xbc2d,1
14180,0xbc36,1
14181,0xbc37,1
14182,0xbc38,1
14183,0xbc39,1
14184,0xbc42,2
14185,0xbc43,0
14186,0xbc44,0
14187,0xbc45,2
14188,0xbc4e,1
14189,0xbc4f,1
14190,0xbc50,1
14191,0xbc51,1
14192,0xbc5a,1
14193,0xbc5b,1
14194,0xbc5c,1
14195,0xbc5d,1
14196,0xbc66,2
14197,0xbc67,2
14198,0xbc68,2
14199,0xbc69,2
14200,0xbc72,0
14201,0xbc73,0
14202,0xbc74,0
14203,0xbc75,0
14204,0xbc7e,1
14205,0xbc7f,1
14206,0xbc80,1
14207,0xbc81,1
14208,0xbc8a,1
14209,0xbc8b,1
14210,0xbc8c,1
14211,0xbc8d,0
14212,0xbc96,1
14213,0xbc97,1
14214,0xbc98,1
14215,0xbc99,1
14216,0xbca2,1
14217,0xbca3,1
14218,0xbca4,1
14219,0xbca5,1
14220,0xbcae,2
14221,0xbcaf,2
14222,0xbcb0,2
14223,0xbcb1,2
14224,0xbcba,0
14225,0xbcbb,0
14226,0xbcbc,1
14227,0xbcbd,1
14228,0xbcc6,0
14229,0xbcc7,0
14230,0xbcc8,0
14231,0xbcc9,0
14232,0xbcd2,1
14233,0xbcd3,1
14234,0xbcd4,1
14235,0xbcd5,1
14236,0xbcde,1
14237,0xbcdf,1
14238,0xbce0,1
14239,0xbce1,1
14240,0xbcea,1
14241,0xbceb,1
14242,0xbcec,1
14243,0xbced,1
14244,0xbcf6,0
14245,0xbcf7,0
14246,0xbcf8,0
14247,0xbcf9,0
14248,0xbd02,1
14249,0xbd03,2
14250,0xbd04,2
14251,0xbd05,1
14252,0xbd0e,0
14253,0xbd0f,0
14254,0xbd10,0
14255,0xbd11,0
14256,0xbd1a,2
14257,0xbd1b,2
14258,0xbd1c,2
14259,0xbd1d,2
14260,0xbd26,1
14261,0xbd27,0
14262,0xbd28,0
14263,0xbd29,0
14264,0xbd32,1
14265,0xbd33,1
14266,0xbd34,1
14267,0xbd35,1
14268,0xbd3e,0
14269,0xbd3f,0
14270,0xbd40,0
14271,0xbd41,0
14272,0xbd4a,1
14273,0xbd4b,1
14274,0xbd4c,1
14275,0xbd4d,1
14276,0xbd56,1
14277,0xbd57,1
14278,0xbd58,1
14279,0xbd59,1
14280,0xbd62,1
14281,0xbd63,1
14282,0xbd64,1
14283,0xbd65,1
14284,0xbd6e,0
14285,0xbd6f,0
14286,0xbd70,0
14287,0xbd71,0
14288,0xbd7a,0
14289,0xbd7b,0
14290,0xbd7c,0
14291,0xbd7d,0
14292,0xbd86,0
14293,0xbd87,0
14294,0xbd88,1
14295,0xbd89,0
14296,0xbd92,1
14297,0xbd93,1
14298,0xbd94,1
14299,0xbd95,1
14300,0xbd9e,0
14301,0xbd9f,0
14302,0xbda0,0
14303,0xbda1,0
14304,0xbdaa,1
14305,0xbdab,1
14306,0xbdac,1
14307,0xbdad,1
14308,0xbdb6,0
14309,0xbdb7,0
14310,0xbdb8,0
14311,0xbdb9,0
14312,0xbdc2,2
14313,0xbdc3,2
14314,0xbdc4,2
14315,0xbdc5,2
14316,0xbdce,2
14317,0xbdcf,1
14318,0xbdd0,2
14319,0xbdd1,2
14320,0xbdda,0
14321,0xbddb,0
14322,0xbddc,1
14323,0xbddd,0
14324,0xbde6,0
14325,0xbde7,0
14326,0xbde8,0
14327,0xbde9,0
14328,0xbdf2,1
14329,0xbdf3,1
14330,0xbdf4,1
14331,0xbdf5,1
14332,0xbdfe,0
14333,0xbdff,0
14334,0xbe00,0
14335,0xbe01,0
14336,0xbe0a,0
14337,0xbe0b,0
14338,0xbe0c,0
14339,0xbe0d,0
14340,0xbe16,2
14341,0xbe17,2
14342,0xbe18,1
14343,0xbe19,1
14344,0xbe22,0
14345,0xbe23,0
14346,0xbe24,0
14347,0xbe25,0
14348,0xbe2e,0
14349,0xbe2f,0
14350,0xbe30,0
14351,0xbe31,0
14352,0xbe3a,1
14353,0xbe3b,1
14354,0xbe3c,1
14355,0xbe3d,1
14356,0xbe46,2
14357,0xbe47,2
14358,0xbe48,2
14359,0xbe49,2
14360,0xbe52,1
14361,0xbe53,1
14362,0xbe54,1
14363,0xbe55,1
14364,0xbe5e,1
14365,0xbe5f,1
14366,0xbe60,1
14367,0xbe61,1
14368,0xbe6a,1
14369,0xbe6b,1
14370,0xbe6c,2
14371,0xbe6d,2
14372,0xbe76,0
14373,0xbe77,0
14374,0xbe78,0
14375,0xbe79,0
14376,0xbe82,1
14377,0xbe83,1
14378,0xbe84,1
14379,0xbe85,1
14380,0xbe8e,1
14381,0xbe8f,1
14382,0xbe90,1
14383,0xbe91,1
14384,0xbe9a,0
14385,0xbe9b,0
14386,0xbe9c,0
14387,0xbe9d,0
14388,0xbea6,2
14389,0xbea7,1
14390,0xbea8,1
14391,0xbea9,1
14392,0xbeb2,1
14393,0xbeb3,0
14394,0xbeb4,1
14395,0xbeb5,1
14396,0xbebe,1
14397,0xbebf,1
14398,0xbec0,1
14399,0xbec1,1
14400,0xbeca,1
14401,0xbecb,1
14402,0xbecc,1
14403,0xbecd,1
14404,0xbed6,0
14405,0xbed7,0
14406,0xbed8,0
14407,0xbed9,0
14408,0xbee2,1
14409,0xbee3,1
14410,0xbee4,1
14411,0xbee5,1
14412,0xbeee,0
14413,0xbeef,0
14414,0xbef0,0
14415,0xbef1,0
14416,0xbefa,1
14417,0xbefb,1
14418,0xbefc,1
14419,0xbefd,1
14420,0xbf06,1
14421,0xbf07,1
14422,0xbf08,1
14423,0xbf09,1
14424,0xbf12,2
14425,0xbf13,2
14426,0xbf14,2
14427,0xbf15,2
14428,0xbf1e,1
14429,0xbf1f,1
14430,0xbf20,1
14431,0xbf21,1
14432,0xbf2a,1
14433,0xbf2b,1
14434,0xbf2c,1
14435,0xbf2d,0
14436,0xbf36,1
14437,0xbf37,1
14438,0xbf38,1
14439,0xbf39,1
14440,0xbf42,1
14441,0xbf43,1
14442,0xbf44,1
14443,0xbf45,1
14444,0xbf4e,0
14445,0xbf4f,0
14446,0xbf50,0
14447,0xbf51,0
14448,0xbf5a,1
14449,0xbf5b,1
14450,0xbf5c,2
14451,0xbf5d,2
14452,0xbf66,0
14453,0xbf67,0
14454,0xbf68,0
14455,0xbf69,1
14456,0xbf72,1
14457,0xbf73,1
14458,0xbf74,1
14459,0xbf75,1
14460,0xbf7e,1
14461,0xbf7f,1
14462,0xbf80,1
14463,0xbf81,1
14464,0xbf8a,1
14465,0xbf8b,2
14466,0xbf8c,0
14467,0xbf8d,0
14468,0xbf96,2
14469,0xbf97,2
14470,0xbf98,2
14471,0xbf99,2
14472,0xbfa2,0
14473,0xbfa3,0
14474,0xbfa4,0
14475,0xbfa5,0
14476,0xbfae,1
14477,0xbfaf,1
14478,0xbfb0,1
14479,0xbfb1,1
14480,0xbfba,1
14481,0xbfbb,1
14482,0xbfbc,1
14483,0xbfbd,1
14484,0xbfc6,0
14485,0xbfc7,0
14486,0xbfc8,0
14487,0xbfc9,0
14488,0xbfd2,0
14489,0xbfd3,0
14490,0xbfd4,0
14491,0xbfd5,0
14492,0xbfde,0
14493,0xbfdf,0
14494,0xbfe0,0
14495,0xbfe1,0
14496,0xbfea,1
14497,0xbfeb,1
14498,0xbfec,1
14499,0xbfed,1
14500,0xbff6,0
14501,0xbff7,0
14502,0xbff8,0
14503,0xbff9,0
14504,0xc002,2
14505,0xc003,2
14506,0xc004,2
14507,0xc005,2
14508,0xc00e,1
14509,0xc00f,1
14510,0xc010,1
14511,0xc011,1
14512,0xc01a,0
14513,0xc01b,0
14514,0xc01c,0
14515,0xc01d,0
14516,0xc026,1
14517,0xc027,1
14518,0xc028,1
14519,0xc029,1
14520,0xc032,1
14521,0xc033,1
14522,0xc034,1
14523,0xc035,1
14524,0xc03e,2
14525,0xc03f,2
14526,0xc040,2
14527,0xc041,2
14528,0xc04a,1
14529,0xc04b,1
14530,0xc04c,1
14531,0xc04d,1
14532,0xc056,0
14533,0xc057,0
14534,0xc058,0
14535,0xc059,0
14536,0xc062,0
14537,0xc063,0
14538,0xc064,0
14539,0xc065,0
14540,0xc06e,1
14541,0xc06f,1
14542,0xc070,1
14543,0xc071,1
14544,0xc07a,1
14545,0xc07b,1
14546,0xc07c,1
14547,0xc07d,1
14548,0xc086,2
14549,0xc087,2
14550,0xc088,2
14551,0xc089,1
14552,0xc092,2
14553,0xc093,2
14554,0xc094,2
14555,0xc095,2
14556,0xc09e,1
14557,0xc09f,1
14558,0xc0a0,1
14559,0xc0a1,1
14560,0xc0aa,1
14561,0xc0ab,1
14562,0xc0ac,1
14563,0xc0ad,1
14564,0xc0b6,1
14565,0xc0b7,1
14566,0xc0b8,1
14567,0xc0b9,0
14568,0xc0c2,1
14569,0xc0c3,1
14570,0xc0c4,1
14571,0xc0c5,1
14572,0xc0ce,0
14573,0xc0cf,0
14574,0xc0d0,0
14575,0xc0d1,0
14576,0xc0da,1
14577,0xc0db,1
14578,0xc0dc,1
14579,0xc0dd,1
14580,0xc0e6,1
14581,0xc0e7,1
14582,0xc0e8,1
14583,0xc0e9,1
14584,0xc0f2,0
14585,0xc0f3,0
14586,0xc0f4,0
14587,0xc0f5,0
14588,0xc0fe,0
14589,0xc0ff,0
14590,0xc100,0
14591,0xc101,0
14592,0xc10a,1
14593,0xc10b,1
14594,0xc10c,1
14595,0xc10d,1
14596,0xc116,1
14597,0xc117,1
14598,0xc118,1
14599,0xc119,1
14600,0xc122,0
14601,0xc123,0
14602,0xc124,0
14603,0xc125,0
14604,0xc12e,2
14605,0xc12f,2
14606,0xc130,2
14607,0xc131,2
14608,0xc13a,0
14609,0xc13b,0
14610,0xc13c,0
14611,0xc13d,0
14612,0xc146,2
14613,0xc147,2
14614,0xc148,2
14615,0xc149,2
14616,0xc152,2
14617,0xc153,2
14618,0xc154,2
14619,0xc155,1
14620,0xc15e,2
14621,0xc15f,2
14622,0xc160,2
14623,0xc161,2
14624,0xc16a,2
14625,0xc16b,2
14626,0xc16c,2
14627,0xc16d,2
14628,0xc176,0
14629,0xc177,0
14630,0xc178,0
14631,0xc179,0
14632,0xc182,1
14633,0xc183,1
14634,0xc184,1
14635,0xc185,1
14636,0xc18e,1
14637,0xc18f,1
14638,0xc190,1
14639,0xc191,1
14640,0xc19a,1
14641,0xc19b,1
14642,0xc19c,1
14643,0xc19d,1
14644,0xc1a6,1
14645,0xc1a7,1
14646,0xc1a8,1
14647,0xc1a9,1
14648,0xc1b2,0
14649,0xc1b3,0
14650,0xc1b4,0
14651,0xc1b5,0
14652,0xc1be,1
14653,0xc1bf,1
14654,0xc1c0,1
14655,0xc1c1,1
14656,0xc1ca,1
14657,0xc1cb,1
14658,0xc1cc,1
14659,0xc1cd,1
14660,0xc1d6,0
14661,0xc1d7,0
14662,0xc1d8,0
14663,0xc1d9,0
14664,0xc1e2,1
14665,0xc1e3,1
14666,0xc1e4,1
14667,0xc1e5,1
14668,0xc1ee,1
14669,0xc1ef,1
14670,0xc1f0,1
14671,0xc1f1,1
14672,0xc1fa,0
14673,0xc1fb,0
14674,0xc1fc,0
14675,0xc1fd,0
14676,0xc206,1
14677,0xc207,1
14678,0xc208,1
14679,0xc209,1
14680,0xc212,1
14681,0xc213,1
14682,0xc214,1
14683,0xc215,1
14684,0xc21e,1
14685,0xc21f,1
14686,0xc220,1
14687,0xc221,1
14688,0xc22a,1
14689,0xc22b,1
14690,0xc22c,1
14691,0xc22d,1
14692,0xc236,1
14693,0xc237,1
14694,0xc238,1
14695,0xc239,1
14696,0xc242,1
14697,0xc243,1
14698,0xc244,1
14699,0xc245,1
14700,0xc24e,1
14701,0xc24f,1
14702,0xc250,1
14703,0xc251,1
14704,0xc25a,1
14705,0xc25b,1
14706,0xc25c,1
14707,0xc25d,1
14708,0xc266,2
14709,0xc267,2
14710,0xc268,2
14711,0xc269,2
14712,0xc272,0
14713,0xc273,0
14714,0xc274,0
14715,0xc275,0
14716,0xc27e,2
14717,0xc27f,2
14718,0xc280,2
14719,0xc281,2
14720,0xc28a,1
14721,0xc28b,1
14722,0xc28c,1
14723,0xc28d,1
14724,0xc296,0
14725,0xc297,0
14726,0xc298,0
14727,0xc299,0
14728,0xc2a2,1
14729,0xc2a3,1
14730,0xc2a4,1
14731,0xc2a5,1
14732,0xc2ae,2
14733,0xc2af,2
14734,0xc2b0,2
14735,0xc2b1,2
14736,0xc2ba,1
14737,0xc2bb,1
14738,0xc2bc,1
14739,0xc2bd,1
14740,0xc2c6,0
14741,0xc2c7,0
14742,0xc2c8,0
14743,0xc2c9,0
14744,0xc2d2,0
14745,0xc2d3,0
14746,0xc2d4,0
14747,0xc2d5,0
14748,0xc2de,1
14749,0xc2df,1
14750,0xc2e0,1
14751,0xc2e1,1
14752,0xc2ea,1
14753,0xc2eb,1
14754,0xc2ec,1
14755,0xc2ed,1
14756,0xc2f6,2
14757,0xc2f7,2
14758,0xc2f8,2
14759,0xc2f9,2
14760,0xc302,1
14761,0xc303,1
14762,0xc304,1
14763,0xc305,1
14764,0xc30e,2
14765,0xc30f,2
14766,0xc310,2
14767,0xc311,2
14768,0xc31a,1
14769,0xc31b,1
14770,0xc31c,1
14771,0xc31d,1
14772,0xc326,1
14773,0xc327,1
14774,0xc328,1
14775,0xc329,1
14776,0xc332,1
14777,0xc333,1
14778,0xc334,1
14779,0xc335,1
14780,0xc33e,0
14781,0xc33f,0
14782,0xc340,0
14783,0xc341,0
14784,0xc34a,0
14785,0xc34b,0
14786,0xc34c,0
14787,0xc34d,0
14788,0xc356,1
14789,0xc357,1
14790,0xc358,1
14791,0xc359,0
14792,0xc362,1
14793,0xc363,1
14794,0xc364,1
14795,0xc365,1
14796,0xc36e,1
14797,0xc36f,1
14798,0xc370,1
14799,0xc371,1
14800,0xc37a,0
14801,0xc37b,0
14802,0xc37c,1
14803,0xc37d,1
14804,0xc386,2
14805,0xc387,2
14806,0xc388,2
14807,0xc389,2
14808,0xc392,1
14809,0xc393,1
14810,0xc394,1
14811,0xc395,1
14812,0xc39e,0
14813,0xc39f,0
14814,0xc3a0,0
14815,0xc3a1,0
14816,0xc3aa,0
14817,0xc3ab,0
14818,0xc3ac,0
14819,0xc3ad,0
14820,0xc3b6,2
14821,0xc3b7,2
14822,0xc3b8,2
14823,0xc3b9,2
14824,0xc3c2,2
14825,0xc3c3,2
14826,0xc3c4,2
14827,0xc3c5,2
14828,0xc3ce,2
14829,0xc3cf,2
14830,0xc3d0,2
14831,0xc3d1,1
14832,0xc3da,1
14833,0xc3db,1
14834,0xc3dc,1
14835,0xc3dd,1
14836,0xc3e6,1
14837,0xc3e7,1
14838,0xc3e8,1
14839,0xc3e9,1
14840,0xc3f2,2
14841,0xc3f3,2
14842,0xc3f4,2
14843,0xc3f5,2
14844,0xc3fe,0
14845,0xc3ff,0
14846,0xc400,0
14847,0xc401,0
14848,0xc40a,2
14849,0xc40b,2
14850,0xc40c,2
14851,0xc40d,2
14852,0xc416,0
14853,0xc417,0
14854,0xc418,0
14855,0xc419,0
14856,0xc422,1
14857,0xc423,1
14858,0xc424,1
14859,0xc425,1
14860,0xc42e,1
14861,0xc42f,1
14862,0xc430,1
14863,0xc431,1
14864,0xc43a,1
14865,0xc43b,1
14866,0xc43c,1
14867,0xc43d,1
14868,0xc446,2
14869,0xc447,1
14870,0xc448,1
14871,0xc449,1
14872,0xc452,0
14873,0xc453,0
14874,0xc454,0
14875,0xc455,0
14876,0xc45e,0
14877,0xc45f,0
14878,0xc460,0
14879,0xc461,0
14880,0xc46a,0
14881,0xc46b,0
14882,0xc46c,0
14883,0xc46d,0
14884,0xc476,0
14885,0xc477,0
14886,0xc478,0
14887,0xc479,1
14888,0xc482,1
14889,0xc483,1
14890,0xc484,1
14891,0xc485,0
14892,0xc48e,0
14893,0xc48f,0
14894,0xc490,0
14895,0xc491,0
14896,0xc49a,2
14897,0xc49b,2
14898,0xc49c,1
14899,0xc49d,1
14900,0xc4a6,0
14901,0xc4a7,0
14902,0xc4a8,0
14903,0xc4a9,0
14904,0xc4b2,0
14905,0xc4b3,0
14906,0xc4b4,0
14907,0xc4b5,0
14908,0xc4be,2
14909,0xc4bf,2
14910,0xc4c0,2
14911,0xc4c1,2
14912,0xc4ca,2
14913,0xc4cb,2
14914,0xc4cc,2
14915,0xc4cd,2
14916,0xc4d6,1
14917,0xc4d7,1
14918,0xc4d8,1
14919,0xc4d9,1
14920,0xc4e2,1
14921,0xc4e3,1
14922,0xc4e4,1
14923,0xc4e5,1
14924,0xc4ee,2
14925,0xc4ef,2
14926,0xc4f0,2
14927,0xc4f1,2
14928,0xc4fa,2
14929,0xc4fb,2
14930,0xc4fc,1
14931,0xc4fd,1
14932,0xc506,1
14933,0xc507,1
14934,0xc508,1
14935,0xc509,1
14936,0xc512,0
14937,0xc513,0
14938,0xc514,0
14939,0xc515,0
14940,0xc51e,0
14941,0xc51f,0
14942,0xc520,0
14943,0xc521,0
14944,0xc52a,1
14945,0xc52b,1
14946,0xc52c,1
14947,0xc52d,1
14948,0xc536,1
14949,0xc537,1
14950,0xc538,1
14951,0xc539,1
14952,0xc542,0
14953,0xc543,0
14954,0xc544,0
14955,0xc545,0
14956,0xc54e,1
14957,0xc54f,1
14958,0xc550,1
14959,0xc551,1
14960,0xc55a,0
14961,0xc55b,0
14962,0xc55c,0
14963,0xc55d,0
14964,0xc566,2
14965,0xc567,2
14966,0xc568,2
14967,0xc569,2
14968,0xc572,0
14969,0xc573,0
14970,0xc574,0
14971,0xc575,0
14972,0xc57e,0
14973,0xc57f,0
14974,0xc580,0
14975,0xc581,0
14976,0xc58a,1
14977,0xc58b,1
14978,0xc58c,1
14979,0xc58d,1
14980,0xc596,2
14981,0xc597,2
14982,0xc598,2
14983,0xc599,2
14984,0xc5a2,1
14985,0xc5a3,1
14986,0xc5a4,1
14987,0xc5a5,1
14988,0xc5ae,1
14989,0xc5af,1
14990,0xc5b0,1
14991,0xc5b1,1
14992,0xc5ba,0
14993,0xc5bb,0
14994,0xc5bc,0
14995,0xc5bd,0
14996,0xc5c6,0
14997,0xc5c7,0
14998,0xc5c8,0
14999,0xc5c9,0
15000,0xc5d2,1
15001,0xc5d3,1
15002,0xc5d4,1
15003,0xc5d5,1
15004,0xc5de,1
15005,0xc5df,1
15006,0xc5e0,1
15007,0xc5e1,1
15008,0xc5ea,1
15009,0xc5eb,1
15010,0xc5ec,1
15011,0xc5ed,2
15012,0xc5f6,1
15013,0xc5f7,1
15014,0xc5f8,1
15015,0xc5f9,1
15016,0xc602,2
15017,0xc603,2
15018,0xc604,2
15019,0xc605,2
15020,0xc60e,0
15021,0xc60f,0
15022,0xc610,0
15023,0xc611,0
15024,0xc61a,1
15025,0xc61b,1
15026,0xc61c,1
15027,0xc61d,1
15028,0xc626,0
15029,0xc627,0
15030,0xc628,0
15031,0xc629,0
15032,0xc632,1
15033,0xc633,1
15034,0xc634,1
15035,0xc635,1
15036,0xc63e,1
15037,0xc63f,1
15038,0xc640,1
15039,0xc641,2
15040,0xc64a,0
15041,0xc64b,0
15042,0xc64c,0
15043,0xc64d,0
15044,0xc656,0
15045,0xc657,0
15046,0xc658,0
15047,0xc659,0
15048,0xc662,0
15049,0xc663,0
15050,0xc664,0
15051,0xc665,0
15052,0xc66e,1
15053,0xc66f,1
15054,0xc670,1
15055,0xc671,1
15056,0xc67a,0
15057,0xc67b,0
15058,0xc67c,1
15059,0xc67d,1
15060,0xc686,1
15061,0xc687,1
15062,0xc688,1
15063,0xc689,1
15064,0xc692,1
15065,0xc693,1
15066,0xc694,1
15067,0xc695,1
15068,0xc69e,1
15069,0xc69f,1
15070,0xc6a0,1
15071,0xc6a1,1
15072,0xc6aa,1
15073,0xc6ab,1
15074,0xc6ac,1
15075,0xc6ad,1
15076,0xc6b6,2
15077,0xc6b7,2
15078,0xc6b8,2
15079,0xc6b9,2
15080,0xc6c2,0
15081,0xc6c3,0
15082,0xc6c4,0
15083,0xc6c5,0
15084,0xc6ce,0
15085,0xc6cf,0
15086,0xc6d0,0
15087,0xc6d1,0
15088,0xc6da,1
15089,0xc6db,1
15090,0xc6dc,1
15091,0xc6dd,1
15092,0xc6e6,2
15093,0xc6e7,2
15094,0xc6e8,2
15095,0xc6e9,2
15096,0xc6f2,2
15097,0xc6f3,2
15098,0xc6f4,1
15099,0xc6f5,1
15100,0xc6fe,0
15101,0xc6ff,2
15102,0xc700,2
15103,0xc701,2
15104,0xc70a,0
15105,0xc70b,0
15106,0xc70c,0
15107,0xc70d,0
15108,0xc716,2
15109,0xc717,0
15110,0xc718,0
15111,0xc719,1
15112,0xc722,1
15113,0xc723,0
15114,0xc724,1
15115,0xc725,1
15116,0xc72e,1
15117,0xc72f,1
15118,0xc730,1
15119,0xc731,1
15120,0xc73a,2
15121,0xc73b,2
15122,0xc73c,2
15123,0xc73d,2
15124,0xc746,1
15125,0xc747,1
15126,0xc748,1
15127,0xc749,1
15128,0xc752,0
15129,0xc753,0
15130,0xc754,0
15131,0xc755,0
15132,0xc75e,1
15133,0xc75f,1
15134,0xc760,1
15135,0xc761,1
15136,0xc76a,1
15137,0xc76b,2
15138,0xc76c,1
15139,0xc76d,1
15140,0xc776,0
15141,0xc777,0
15142,0xc778,0
15143,0xc779,0
15144,0xc782,0
15145,0xc783,0
15146,0xc784,0
15147,0xc785,0
15148,0xc78e,1
15149,0xc78f,1
15150,0xc790,1
15151,0xc791,1
15152,0xc79a,0
15153,0xc79b,0
15154,0xc79c,0
15155,0xc79d,0
15156,0xc7a6,1
15157,0xc7a7,1
15158,0xc7a8,1
15159,0xc7a9,1
15160,0xc7b2,0
15161,0xc7b3,0
15162,0xc7b4,0
15163,0xc7b5,0
15164,0xc7be,2
15165,0xc7bf,1
15166,0xc7c0,2
15167,0xc7c1,2
15168,0xc7ca,2
15169,0xc7cb,2
15170,0xc7cc,2
15171,0xc7cd,2
15172,0xc7d6,2
15173,0xc7d7,2
15174,0xc7d8,2
15175,0xc7d9,2
15176,0xc7e2,1
15177,0xc7e3,1
15178,0xc7e4,1
15179,0xc7e5,1
15180,0xc7ee,0
15181,0xc7ef,0
15182,0xc7f0,0
15183,0xc7f1,0
15184,0xc7fa,0
